90.9	      0.00000e-1	
93.5	      0.00000e-1	
96.1	      0.00000e-1	
97.7	      0.00000e-1	
99.6	      0.00000e-1	
102.0	      0.00000e-1	
103.8	      0.00000e-1	
105.6	      0.00000e-1	
107.7	      0.00000e-1	
110.4	      0.00000e-1	
114.0	      0.00000e-1	
117.8	      0.00000e-1	
121.3	      0.00000e-1	
124.8	      0.00000e-1	
127.1	      0.00000e-1	
128.4	      0.00000e-1	
130.5	      0.00000e-1	
132.4	      0.00000e-1	
133.9	      0.00000e-1	
136.6	      0.00000e-1	
139.8	      0.00000e-1	
143.3	      0.00000e-1	
147.2	      0.00000e-1	
151.0	      0.00000e-1	
155.2	      0.00000e-1	
158.8	      0.00000e-1	
162.0	      0.00000e-1	
166.0	      0.00000e-1	
170.3	      0.00000e-1	
173.4	      0.00000e-1	
176.8	      0.00000e-1	
180.2	      0.00000e-1	
181.7	      0.00000e-1	
186.1	      0.00000e-1	
191.0	      0.00000e-1	
193.9	      0.00000e-1	
198.4	      0.00000e-1	
201.8	      0.00000e-1	
205.0	      0.00000e-1	
210.5	      0.00000e-1	
216.2	      0.00000e-1	
219.8	      0.00000e-1	
223.0	      0.00000e-1	
226.8	      0.00000e-1	
230.0	      0.00000e-1	
234.0	      0.00000e-1	
240.0	      0.00000e-1	
246.5	      0.00000e-1	
252.4	      0.00000e-1	
256.8	      0.00000e-1	
260.0	      0.00000e-1	
264.0	      0.00000e-1	
268.5	      0.00000e-1	
273.5	     3.63468e-23	
278.5	     1.71637e-22	
284.0	     7.85540e-22	
290.0	     3.78797e-21	
296.0	     1.70968e-20	
301.0	     5.74987e-20	
308.0	     2.94410e-19	
318.0	     2.68753e-18	
328.0	     2.14891e-17	
338.0	     1.52055e-16	
348.0	     9.62637e-16	
357.0	     4.63845e-15	
366.0	     2.07025e-14	
375.0	     8.59013e-14	
385.0	     3.85944e-13	
395.0	     1.60481e-12	
405.0	     6.21350e-12	
414.0	     1.98489e-11	
422.0	     5.34218e-11	
430.0	     1.38432e-10	
441.0	     4.84102e-10	
451.0	      1.43012e-9	
460.0	      3.63681e-9	
470.0	      9.82399e-9	
480.0	      2.54244e-8	
490.0	      6.32328e-8	
500.0	      1.51385e-7	
506.0	      2.75224e-7	
512.0	      4.66903e-7	
520.0	      8.79297e-7	
530.0	      1.89143e-6	
540.0	      3.93061e-6	
550.0	      7.98494e-6	
560.0	      1.57612e-5	
570.0	      3.03531e-5	
580.0	      5.69666e-5	
590.0	      1.05012e-4	
600.0	      1.89066e-4	
610.0	      3.33579e-4	
620.0	      5.77277e-4	
630.0	      9.80789e-4	
640.0	      1.63790e-3	
650.0	      2.69034e-3	
658.0	      3.95540e-3	
665.0	      5.49687e-3	
675.0	      8.68598e-3	
685.0	      1.35317e-2	
695.0	      2.07940e-2	
705.0	      3.15391e-2	
716.0	      4.91783e-2	
726.0	      7.27264e-2	
735.0	      1.02407e-1	
745.0	      1.48228e-1	
755.0	      2.12295e-1	
765.0	      3.00986e-1	
775.0	      4.22683e-1	
785.0	      5.88028e-1	
795.0	      8.10474e-1	
805.0	      1.10782e+0	
815.0	      1.50142e+0	
825.0	      2.01853e+0	
835.0	      2.69300e+0	
845.0	      3.56663e+0	
855.0	      4.68917e+0	
865.0	      6.12203e+0	
875.0	      7.93931e+0	
885.0	      1.02304e+1	
895.0	      1.31005e+1	
905.0	      1.66736e+1	
915.0	      1.75202e+2	
925.0	      1.27995e+3	
935.0	      2.21817e+3	
945.0	      3.85677e+3	
955.0	      5.66815e+3	
965.0	      7.50123e+3	
975.0	      6.07128e+3	
985.0	      1.08170e+4	
995.0	      1.19828e+4	
1005.0	      1.47831e+4	
1015.0	      1.61037e+4	
1025.0	      1.10198e+4	
1035.0	      2.06560e+4	
1045.0	      2.58030e+4	
1055.0	      2.96727e+4	
1065.0	      3.26558e+4	
1075.0	      3.82493e+4	
1085.0	      4.31668e+4	
1095.0	      4.69286e+4	
1105.0	      1.33105e+5	
1115.0	      5.33661e+6	
1125.0	      8.30809e+6	
1135.0	      1.07674e+7	
1145.0	      9.18588e+6	
1155.0	      8.69428e+6	
1165.0	      6.74977e+6	
1175.0	      3.00593e+6	
1185.0	      1.71020e+6	
1195.0	      1.45149e+5	
1205.0	      1.10459e+5	
1215.0	      2.81025e+4	
1225.0	      1.16193e+5	
1235.0	      2.51791e+5	
1245.0	      7.64579e+5	
1255.0	      7.12978e+6	
1265.0	      1.40778e+7	
1275.0	      3.34245e+7	
1285.0	      5.53108e+7	
1295.0	      6.14239e+7	
1305.0	      4.15326e+7	
1315.0	      7.29398e+7	
1325.0	      8.51321e+7	
1335.0	      8.41955e+7	
1345.0	      1.02368e+8	
1355.0	      9.55621e+7	
1365.0	      8.70420e+7	
1375.0	      9.34759e+7	
1385.0	      8.84819e+7	
1395.0	      9.14073e+7	
1405.0	      1.01891e+8	
1415.0	      1.01995e+8	
1425.0	      1.10691e+8	
1435.0	      1.00142e+8	
1442.0	      1.12822e+8	
1447.0	      1.20361e+8	
1455.0	      1.21748e+8	
1465.0	      1.11763e+8	
1475.0	      1.07750e+8	
1485.0	      1.11820e+8	
1495.0	      1.19477e+8	
1505.0	      1.21224e+8	
1512.0	      1.12537e+8	
1517.0	      1.20833e+8	
1525.0	      1.14019e+8	
1535.0	      1.12460e+8	
1545.0	      1.22950e+8	
1555.0	      1.06195e+8	
1565.0	      9.30157e+7	
1575.0	      1.08835e+8	
1585.0	      1.18808e+8	
1595.0	      1.25630e+8	
1605.0	      1.18720e+8	
1615.0	      1.18193e+8	
1625.0	      1.07243e+8	
1635.0	      1.11613e+8	
1645.0	      1.19187e+8	
1655.0	      9.85073e+7	
1665.0	      1.17315e+8	
1672.0	      9.08005e+7	
1677.0	      1.09893e+8	
1685.0	      1.20301e+8	
1695.0	      1.10457e+8	
1705.0	      1.07357e+8	
1715.0	      1.08775e+8	
1725.0	      1.06958e+8	
1735.0	      1.12102e+8	
1745.0	      1.08840e+8	
1755.0	      1.16937e+8	
1765.0	      1.02105e+8	
1775.0	      1.12702e+8	
1785.0	      1.11296e+8	
1795.0	      1.18935e+8	
1805.0	      1.13186e+8	
1815.0	      1.12319e+8	
1825.0	      1.07611e+8	
1835.0	      1.05500e+8	
1845.0	      9.84318e+7	
1855.0	      1.02451e+8	
1865.0	      1.02843e+8	
1875.0	      1.06500e+8	
1885.0	      1.05926e+8	
1895.0	      1.04482e+8	
1905.0	      9.99382e+7	
1915.0	      1.03006e+8	
1925.0	      1.03718e+8	
1935.0	      1.00868e+8	
1945.0	      1.05888e+8	
1955.0	      1.04325e+8	
1967.0	      1.05996e+8	
1976.0	      1.03740e+8	
1984.0	      1.01546e+8	
1995.0	      9.91135e+7	
2005.0	      9.75369e+7	
2015.0	      9.38896e+7	
2025.0	      9.36537e+7	
2035.0	      9.59288e+7	
2045.0	      9.80195e+7	
2055.0	      9.39634e+7	
2065.0	      9.28346e+7	
2074.0	      9.60859e+7	
2078.0	      9.80981e+7	
2085.0	      9.72497e+7	
2095.0	      9.39975e+7	
2105.0	      9.23670e+7	
